"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","Ros","+/-"
"*05r61*","Elio Campos","ATL","2B,3B","2166","FA","0","","0","0","-","0%","0%"
"*06ru0*","Manuel Campos","ATL","SS","2167","FA","18","","0","0","-","0%","0%"
"*059tv*","Roberto Campos","DET","OF","2168","FA","22","","0","0","-","6%","+1%"
"*06o0g*","Ryan Campos","STL","C","2169","FA","23","","0","0","-","2%","0%"
"*06o10*","Hector Campusano","BAL","2B","2170","FA","18","","0","0","-","0%","0%"
"*06hvx*","Jarrod Cande","COL","SP","2171","FA","26","","0","0","-","1%","0%"
"*06o0d*","Clark Candiotti","SD","SP","2172","FA","25","","0","0","-","2%","0%"
"*071hf*","Edelson Canelon","MIA","RP","2173","FA","18","","0","0","-","0%","0%"
"*06c1j*","Cam Cannarella","MIA","OF","2174","FA","22","","0","0","-","14%","0%"
"*06qnk*","Will Cannon","CIN","RP","2175","FA","22","","0","0","-","0%","0%"
"*06jh6*","Ichiro Cano","CIN","1B,3B","2176","FA","20","","0","0","-","1%","0%"
"*0511v*","Matt Canterino","MIN","SP","2177","FA","28","","0","0","-","4%","0%"
"*05gs5*","Hayden Cantrelle","CHC","2B,SS","2178","FA","27","","0","0","-","1%","0%"
"*072cu*","Luke Cantwell","SD","1B","2179","FA","23","","0","0","-","0%","0%"
"*06jbi*","Justin Capellan","NYY","C","2180","FA","19","@SF Wed 8:05PM","0","0","-","1%","0%"
"*06qu7*","Brooks Caple","CHC","SP","2181","FA","23","","0","0","-","1%","0%"
"*05110*","Yiddi Cappe","MIA","2B","2182","FA","23","","0","0","-","6%","0%"
"*04q26*","Vinny Capra","BOS","3B","2183","FA","29","","0","0","-","2%","0%"
"*06qrj*","Balian Caraballo","LAA","OF","2184","FA","19","","0","0","-","0%","0%"
"*06rp3*","Heriberto Caraballo","STL","C","2185","FA","20","","0","0","-","0%","0%"
"*06r3z*","Jan Caraballo","DET","RP","2186","FA","22","","0","0","-","0%","0%"
"*06ya5*","Miguel Caraballo","MIN","C","2187","FA","17","","0","0","-","1%","0%"
"*06maw*","Anderson Cardenas","ARI","RP","2188","FA","19","","0","0","-","1%","0%"
"*05y2j*","Noah Cardenas","MIN","C","2189","FA","26","","0","0","-","1%","0%"
"*06zcu*","Xavier Cardenas","MIA","RP","2190","FA","22","","0","0","-","0%","0%"
"*06cqw*","Ryan Cardona","CIN","SP","2191","FA","25","","0","0","-","0%","0%"
"*06rgr*","Victor Cardoza","PHI","OF","2192","FA","20","","0","0","-","0%","0%"
"*06r6y*","Enmanuel Carela","WSH","RP","2193","FA","18","","0","0","-","0%","0%"
"*04z6l*","Juan Carela","CHW","SP","2194","FA","24","","0","0","-","3%","0%"
"*060ul*","Jack Carey","CLE","RP","2195","FA","26","","0","0","-","0%","0%"
"*06qrv*","Owen Carey","ATL","OF","2196","FA","19","","0","0","-","6%","0%"
"*06su2*","Luis Carias","LAD","SP","2197","FA","21","","0","0","-","1%","0%"
"*0622v*","Michael Carico","CHC","C","2198","FA","23","","0","0","-","2%","0%"
"*072o2*","Juan Caricote","TOR","C","2199","FA","17","","0","0","-","0%","0%"
"*06r1f*","Carlos Caripa","CLE","OF","2200","FA","18","","0","0","-","0%","0%"
"*06alq*","Billy Carlson","CHW","SS","2201","FA","19","","0","0","-","41%","0%"
"*05ygx*","Max Carlson","BOS","RP","2202","FA","24","","0","0","-","1%","0%"
"*06zdi*","Parker Carlson","NYM","RP","2203","FA","22","","0","0","-","0%","0%"
"*04ef1*","Sam Carlson","HOU","RP","2204","FA","27","","0","0","-","2%","0%"
"*06c5m*","Kyler Carmack","PHI","RP","2205","FA","23","","0","0","-","0%","0%"
"*06k7s*","Easton Carmichael","PIT","C","2206","FA","22","","0","0","-","4%","0%"
"*06rhx*","Angel Carmona","ATL","SS","2207","FA","18","","0","0","-","1%","0%"
"*06hti*","Dylan Carmouche","SF","SP","2208","FA","24","NYY Wed 8:05PM","0","0","-","0%","0%"
"*06lt9*","Carlos Caro","PIT","2B","2209","FA","21","","0","0","-","0%","0%"
"*06oo3*","Josh Caron","SEA","C","2210","FA","22","","0","0","-","4%","+1%"
"*066lb*","D.J. Carpenter","STL","RP","2211","FA","25","","0","0","-","0%","0%"
"*06qnz*","Michael Carpenter","MIN","SP","2212","FA","21","","0","0","-","2%","0%"
"*06s37*","Alan Carpinteiro","SEA","SP","2213","FA","19","","0","0","-","0%","0%"
"*06z59*","Leonardo Carpio","PHI","OF","2214","FA","18","","0","0","-","0%","0%"
"*06mca*","Samuel Carpio","MIA","RP","2215","FA","22","","0","0","-","0%","0%"
"*06dmq*","Kyle Carr","NYY","SP","2216","FA","23","@SF Wed 8:05PM","0","0","-","6%","0%"
"*06qvk*","Peyton Carr","MIN","1B,3B","2217","FA","23","","0","0","-","0%","0%"
"*06ukz*","Carlos Carra","MIL","SP,RP","2218","FA","19","","0","0","-","0%","0%"
"*05h7i*","Luis Carrasco","ATH","SP,RP","2219","FA","24","","0","0","-","0%","0%"
"*06v6f*","Luis Carrasco","ARI","RP","2220","FA","21","","0","0","-","0%","0%"
"*06sbc*","Nicolas Carreno","NYM","RP","2221","FA","19","","0","0","-","0%","0%"
"*06tvi*","David Carrera","NYY","OF","2222","FA","19","@SF Wed 8:05PM","0","0","-","0%","0%"
"*06img*","Jesus Carrera","HOU","RP","2223","FA","21","","0","0","-","1%","0%"
"*04yj9*","Julio Carreras","COL","2B,3B","2224","FA","26","","0","0","-","2%","0%"
"*06zww*","Yamvier Carrero","ATL","SS","2225","FA","19","","0","0","-","0%","0%"
"*04qnh*","Gerardo Carrillo","ARI","RP","2227","FA","27","","0","0","-","1%","0%"
"*062yz*","Oliver Carrillo","HOU","1B","2228","FA","24","","0","0","-","1%","0%"
"*06bpr*","Yeiber Cartaya","BAL","SP,RP","2230","FA","23","","0","0","-","1%","0%"
"*06agt*","Greysen Carter","NYY","SP","2231","FA","23","@SF Wed 8:05PM","0","0","-","3%","0%"
"*05uy2*","Irv Carter","TOR","RP","2232","FA","23","","0","0","-","3%","0%"
"*061bm*","Ross Carver","CLE","RP","2233","FA","26","","0","0","-","1%","0%"
"*072ep*","Mikey Cascino","LAA","SP","2234","FA","19","","0","0","-","0%","0%"
"*06zzb*","Tommy Case","LAD","SP","2235","FA","18","","0","0","-","0%","0%"
"*06z0p*","Jake Casey","TOR","OF","2236","FA","22","","0","0","-","1%","0%"
"*06quz*","Yanuel Casiano","CIN","C","2237","FA","18","","0","0","-","0%","0%"
"*064of*","Luichi Casilla","COL","SP","2238","FA","21","","0","0","-","1%","0%"
"*05no0*","Jiorgeny Casimiri","TOR","RP","2239","FA","24","","0","0","-","0%","0%"
"*06qnh*","Connor Caskenette","MIA","C","2240","FA","23","","0","0","-","0%","0%"
"*06nzs*","Conrad Cason","BOS","SP","2241","FA","19","","0","0","-","8%","+1%"
"*06zdh*","Brandon Cassedy","HOU","SP","2242","FA","21","","0","0","-","0%","0%"
"*06hhk*","Xavier Casserilla","HOU","3B","2243","FA","22","","0","0","-","0%","0%"
"*061yk*","Marcos Castanon","SD","2B,3B","2244","FA","26","","0","0","-","1%","0%"
"*06rk4*","Alejandro Castellano","HOU","C","2245","FA","19","","0","0","-","0%","0%"
"*06l49*","Eiberson Castellano","COL","RP","2246","FA","24","","0","0","-","5%","0%"
"*06rm5*","Santiago Castellanos","MIN","SP","2247","FA","17","","0","0","-","4%","0%"
"*050ym*","Brayan Castillo","COL","RP","2248","FA","25","","0","0","-","0%","0%"
"*06ams*","Byron Castillo","LAA","OF","2249","FA","20","","0","0","-","0%","0%"
"*06c9z*","Carlos Castillo","PIT","SP","2250","FA","19","","0","0","-","0%","0%"
"*06r5h*","Darian Castillo","SD","2B","2251","FA","19","","0","0","-","0%","0%"
"*06qy3*","Deuri Castillo","SEA","1B,OF","2252","FA","21","","0","0","-","0%","0%"
"*06rnp*","Haritzon Castillo","MIN","SS","2253","FA","17","","0","0","-","3%","0%"
"*06r1k*","Hector Castillo","CLE","RP","2254","FA","18","","0","0","-","0%","0%"
"*06rqr*","Isaias Castillo","NYY","OF","2255","FA","17","@SF Wed 8:05PM","0","0","-","1%","0%"
"*06m61*","Jackson Castillo","NYY","OF","2256","FA","22","@SF Wed 8:05PM","0","0","-","1%","0%"
"*062l1*","Jesus Castillo","PIT","1B,2B,3B","2257","FA","22","","0","0","-","0%","0%"
"*06ri2*","Juan Castillo","COL","C","2258","FA","23","","0","0","-","0%","0%"
"*05rhs*","Kenny Castillo","ARI","C","2259","FA","22","","0","0","-","1%","0%"
"*06dqm*","Kevyn Castillo","LAA","OF","2260","FA","20","","0","0","-","2%","0%"
"*061v8*","Luis Castillo","MIL","OF","2261","FA","22","","0","0","-","1%","0%"
"*05yoe*","Luis F. Castillo","BAL","SP","2262","FA","30","","0","0","-","0%","0%"
"*06sbk*","Raymi Castillo","MIN","RP","2263","FA","20","","0","0","-","0%","0%"
"*05xng*","Rayner Castillo","DET","SP","2264","FA","21","","0","0","-","1%","0%"
"*06rhu*","Ruben Castillo","NYY","OF","2265","FA","18","@SF Wed 8:05PM","0","0","-","2%","0%"
"*0646e*","Walin Castillo","MIA","SP,RP","2266","FA","21","","0","0","-","1%","0%"
"*06qh5*","Winifer Castillo","PHI","OF","2267","FA","19","","0","0","-","0%","0%"
"*06mfs*","Yeiferth Castillo","CLE","OF","2268","FA","19","","0","0","-","2%","0%"
"*06icj*","Yolfran Castillo","TEX","3B,SS","2269","FA","18","","0","0","-","12%","+1%"
"*061yp*","Allan Castro","BOS","OF","2270","FA","22","","0","0","-","5%","0%"
"*06ugw*","Felix Castro","ATH","RP","2271","FA","21","","0","0","-","0%","0%"
"*02zma*","Harold Castro","KC","3B,SS","2272","FA","32","","0","0","-","0%","0%"
"*06rnj*","Jesus Castro","SD","C","2273","FA","21","","0","0","-","0%","0%"
"*06kvb*","Jose Castro","MIA","OF","2274","FA","19","","0","0","-","4%","0%"
"*06l0k*","Jose Castro","NYY","OF","2275","FA","20","@SF Wed 8:05PM","0","0","-","0%","0%"
"*06r6r*","Kendry Castro","SF","SP,RP","2276","FA","19","NYY Wed 8:05PM","0","0","-","0%","0%"
"*05r1t*","Kervin Castro","NYY","RP","2277","FA","26","@SF Wed 8:05PM","0","0","-","1%","0%"
"*0620l*","Manuel Castro","SD","RP","2278","FA","23","","0","0","-","1%","0%"
"*06u72*","Ricky Castro","MIN","SP,RP","2279","FA","26","","0","0","-","0%","0%"
"*042c1*","Rodolfo Castro","TOR","SS","2280","FA","26","","0","0","-","2%","0%"
"*05y5x*","Sebastian Castro","NYM","OF","2281","FA","21","","0","0","-","0%","0%"
"*06quj*","Austin Cates","TOR","SP","2282","FA","22","","0","0","-","2%","0%"
"*06qnq*","Everett Catlett","COL","SP,RP","2283","FA","23","","0","0","-","1%","0%"
"*06ako*","Pedro Catuy","ARI","OF","2284","FA","19","","0","0","-","3%","0%"
"*06ezq*","Carlos Cauro","HOU","UT","2285","FA","20","","0","0","-","1%","0%"
"*06oo4*","A.J. Causey","KC","RP","2286","FA","23","","0","0","-","3%","0%"
"*06hps*","Drew Cavanaugh","SF","C","2287","FA","24","NYY Wed 8:05PM","0","0","-","0%","0%"
"*065v3*","Pres Cavenaugh","CLE","OF","2288","FA","25","","0","0","-","0%","0%"
"*06qoe*","Zachary Cawyer","KC","RP","2289","FA","23","","0","0","-","0%","0%"
"*06kru*","Argenis Cayama","SF","SP","2290","FA","19","NYY Wed 8:05PM","0","0","-","10%","0%"
"*06mpl*","Juan Cazarez","SEA","SP","2291","FA","20","","0","0","-","0%","0%"
"*066b6*","Sabin Ceballos","SF","3B","2292","FA","23","NYY Wed 8:05PM","0","0","-","5%","0%"
"*06yze*","Jack Cebert","NYY","RP","2293","FA","23","@SF Wed 8:05PM","0","0","-","0%","0%"
"*06hna*","Adler Cecil","SD","RP","2294","FA","20","","0","0","-","0%","0%"
"*06mpn*","Edward Cedano","ATL","RP","2295","FA","20","","0","0","-","0%","0%"
"*06uky*","Milleran Cedano","LAA","SP","2296","FA","22","","0","0","-","0%","0%"
"*06rt9*","Emmanuel Cedeno","TB","2B","2297","FA","18","","0","0","-","1%","0%"
"*06c37*","Keywill Cedeno","COL","RP","2298","FA","20","","0","0","-","0%","0%"
"*06qsd*","Mani Cedeno","NYY","SS","2299","FA","17","@SF Wed 8:05PM","0","0","-","6%","0%"
"*057p6*","Nerwilian Cedeno","SD","OF","2300","FA","23","","0","0","-","1%","0%"
"*03vum*","Gilberto Celestino","NYM","OF","2302","FA","26","","0","0","-","1%","0%"
"*05191*","Brendan Cellucci","TOR","RP","2303","FA","27","","0","0","-","1%","0%"
"*06qoq*","Chase Centala","MIA","RP","2304","FA","23","","0","0","-","0%","0%"
"*05rgc*","Andres Centeno","MIN","OF","2305","FA","22","","0","0","-","0%","0%"
"*066ms*","Angel Cepeda","CHC","3B,SS","2306","FA","20","","0","0","-","5%","0%"
"*06akx*","Geisel Cepeda","TEX","OF","2307","FA","28","","0","0","-","0%","0%"
"*054p7*","Luis Cepeda","KC","SP","2308","FA","25","","0","0","-","0%","0%"
"*06v6e*","Luis Cepeda","ARI","SP","2309","FA","18","","0","0","-","0%","0%"
"*05m6g*","Christian Cerda","ARI","C","2310","FA","23","","0","0","-","3%","0%"
"*072aq*","Derek Cerda","CHW","OF","2311","FA","22","","0","0","-","0%","0%"
"*06kvg*","Jose Cerice","KC","1B,3B","2312","FA","20","","0","0","-","1%","0%"
"*06hwf*","Brady Cerkownyk","DET","C","2313","FA","22","","0","0","-","0%","0%"
"*0622m*","Ryan Cermak","TB","OF","2314","FA","24","","0","0","-","3%","0%"
"*066r1*","Edwin Cervantes","CIN","RP","2315","FA","21","","0","0","-","0%","0%"
"*06rgl*","Michael Cervantes","SD","SS","2316","FA","25","","0","0","-","0%","0%"
"*06qwx*","Gabriel Cesa","ATL","OF","2317","FA","19","","0","0","-","0%","0%"
"*064rq*","Luis Cesar","MIA","RP","2318","FA","21","","0","0","-","0%","0%"
"*06pie*","Ryan Cesarini","CLE","OF","2319","FA","23","","0","0","-","1%","0%"
"*06rio*","Ivan Cespedes","CHC","C","2320","FA","20","","0","0","-","0%","0%"
"*06l48*","Rubel Cespedes","LAA","3B","2321","FA","25","","0","0","-","2%","0%"
"*060vu*","Moises Chace","PHI","SP","2323","FA","22","","0","0","-","23%","+1%"
"*06435*","Javier Chacon","SD","RP","2324","FA","23","","0","0","-","0%","0%"
"*05gbh*","Juan Chacon","BOS","OF","2325","FA","23","","0","0","-","2%","0%"
"*06sbg*","Paul Chacon","ATH","RP","2326","FA","20","","0","0","-","0%","0%"
"*06r4f*","Robinson Chacon","KC","OF","2327","FA","18","","0","0","-","0%","0%"
"*06z9y*","Tyrelle Chadwick","COL","SP","2328","FA","22","","0","0","-","0%","0%"
"*06lp6*","Yordin Chalas","ARI","SP,RP","2329","FA","21","","0","0","-","4%","0%"
"*05mrl*","Christian Chamberlain","KC","RP","2330","FA","26","","0","0","-","2%","0%"
"*06hnl*","Justin Chambers","LAD","RP","2331","FA","20","","0","0","-","2%","0%"
"*05y7q*","Chandler Champlain","KC","SP","2332","FA","26","","0","0","-","5%","0%"
"*04pzg*","Chase Chaney","NYY","SP","2333","FA","26","@SF Wed 8:05PM","0","0","-","0%","0%"
"*064od*","Hung-Leng Chang","PIT","SP","2334","FA","24","","0","0","-","0%","0%"
"*06m60*","Emmanuel Chapman","PIT","SP,RP","2335","FA","27","","0","0","-","0%","0%"
"*05iyq*","Sandi Charle","LAA","RP","2336","FA","23","","0","0","-","0%","0%"
"*0647z*","Austin Charles","KC","3B,SS","2337","FA","22","","0","0","-","7%","+1%"
"*06rqb*","Eddinson Charles","NYY","OF","2338","FA","18","@SF Wed 8:05PM","0","0","-","0%","0%"
"*04o0a*","Wandisson Charles","DET","RP","2339","FA","29","","0","0","-","0%","0%"
"*0669x*","Connor Charping","SEA","C","2340","FA","26","","0","0","-","0%","0%"
"*072bv*","Davis Chastain","LAD","RP","2341","FA","21","","0","0","-","0%","0%"
"*06yu0*","Kleiver Chauran","TB","2B,3B","2342","FA","20","","0","0","-","0%","0%"
"*05gs2*","Parker Chavers","CHC","OF","2343","FA","27","","0","0","-","1%","0%"
"*04q4n*","Frainyer Chavez","TEX","1B,2B,3B","2344","FA","26","","0","0","-","0%","0%"
"*06rsz*","Isais Chavez","MIL","C","2345","FA","17","","0","0","-","0%","0%"
"*06hj3*","Seth Chavez","TB","RP","2346","FA","26","","0","0","-","0%","0%"
"*03d6t*","Michael Chavis","CIN","1B,3B","2347","FA","30","","0","0","-","1%","0%"
"*05r3l*","Po-Yu Chen","PIT","SP","2348","FA","24","","0","0","-","3%","0%"
"*06hoi*","Ethan Chenault","PHI","RP","2349","FA","24","","0","0","-","0%","0%"
"*06qj4*","Grant Cherry","TEX","RP","2350","FA","22","","0","0","-","0%","0%"
"*06l0y*","Frank Chessman","TB","RP","2351","FA","18","","0","0","-","0%","0%"
"*061o0*","Luis Chevalier","KC","3B","2352","FA","24","","0","0","-","0%","0%"
"*0668i*","Will Childers","MIL","RP","2353","FA","25","","0","0","-","0%","0%"
"*06kxq*","Gabriel Chinchilla","STL","SP","2354","FA","19","","0","0","-","0%","0%"
"*06uw9*","Alejandro Chiquillo","TEX","RP","2355","FA","23","","0","0","-","0%","0%"
"*06bdd*","Harold Chirino","SD","RP","2356","FA","28","","0","0","-","0%","0%"
"*06ukx*","Yoelvin Chirino","BOS","SP","2357","FA","20","","0","0","-","0%","0%"
"*063gm*","Amilcar Chirinos","HOU","RP","2358","FA","24","","0","0","-","0%","0%"
"*06o0z*","Frainner Chirinos","BAL","3B","2359","FA","18","","0","0","-","0%","0%"
"*06kzy*","Jordany Chirinos","CHW","SP","2360","FA","19","","0","0","-","0%","0%"
"*06c5u*","Jose Chirinos","NYM","SP","2361","FA","21","","0","0","-","2%","0%"
"*0689n*","Junior Chirinos","STL","RP","2362","FA","21","","0","0","-","0%","0%"
"*064p1*","Kendry Chirinos","TOR","1B,3B","2363","FA","21","","0","0","-","1%","0%"
"*06rhb*","Nixon Chirinos","MIA","C","2364","FA","20","","0","0","-","0%","0%"
"*066ma*","Hendry Chivilli","MIN","SP","2365","FA","20","","0","0","-","2%","0%"
"*05ygg*","Won-Bin Cho","STL","OF","2366","FA","22","","0","0","-","5%","0%"
"*066cx*","Jack Choate","SF","SP","2367","FA","24","NYY Wed 8:05PM","0","0","-","3%","0%"
"*06f8u*","Brady Choban","LAA","RP","2368","FA","25","","0","0","-","0%","0%"
"*04z9h*","Hyun-il Choi","WSH","SP,RP","2369","FA","25","","0","0","-","2%","0%"
"*063dn*","Byron Chourio","MIN","OF","2370","FA","20","","0","0","-","5%","0%"
"*06z60*","Deinis Chourio","CIN","SS","2371","FA","17","","0","0","-","0%","0%"
"*06uw8*","Winyer Chourio","SD","SP,RP","2374","FA","22","","0","0","-","0%","0%"
"*06c5q*","Evan Chrest","CLE","SP","2375","FA","22","","0","0","-","0%","0%"
"*072as*","Charlie Christensen","DET","SP","2376","FA","22","","0","0","-","0%","0%"
"*06qi6*","Jakob Christian","SF","1B,OF","2377","FA","23","NYY Wed 8:05PM","0","0","-","5%","+1%"
"*066jp*","Jake Christianson","ATH","RP","2378","FA","26","","0","0","-","0%","0%"
"*072ec*","Drew Christo","ATL","RP","2379","FA","23","","0","0","-","0%","0%"
"*06r0l*","Miguel Cienfuegos","SD","SP,RP","2380","FA","28","","0","0","-","0%","0%"
"*06lwn*","Nathanael Cijntje","PHI","OF","2381","FA","19","","0","0","-","0%","0%"
"*066jm*","Nick Cimillo","PIT","1B","2382","FA","25","","0","0","-","2%","0%"
"*06rmy*","Junior Ciprian","ARI","SP","2383","FA","20","","0","0","-","0%","0%"
"*06aqi*","Jeremy Ciriaco","COL","OF","2384","FA","19","","0","0","-","1%","0%"
"*06q32*","Tytus Cissell","ARI","SS","2385","FA","19","","0","0","-","5%","+1%"
"*06qo1*","Cade Citelli","TB","RP","2386","FA","24","","0","0","-","0%","0%"
"*06f0v*","Chris Clark","TB","SP","2387","FA","24","","0","0","-","1%","0%"
"*06oh2*","Derek Clark","LAA","SP","2388","FA","24","","0","0","-","1%","0%"
"*070es*","KK Clark","BAL","RP","2389","FA","21","","0","0","-","0%","0%"
"*065v8*","Logun Clark","CLE","C","2390","FA","22","","0","0","-","0%","0%"
"*0669v*","Seth Clark","TEX","RP","2391","FA","26","","0","0","-","0%","0%"
"*06z15*","Wallace Clark","ARI","3B","2392","FA","23","","0","0","-","1%","0%"
"*0516p*","Phil Clarke","TOR","C","2394","FA","27","","0","0","-","1%","0%"
"*05rfv*","Wes Clarke","HOU","1B","2395","FA","26","","0","0","-","3%","0%"
"*0664h*","Nick Clarno","ATL","C","2396","FA","27","","0","0","-","0%","0%"
"*06za4*","Seth Clausen","COL","RP","2397","FA","22","","0","0","-","0%","0%"
"*06pha*","Cam Clayton","MIA","1B,SS","2398","FA","23","","0","0","-","0%","0%"
"*06r7d*","Jake Clemente","MIA","RP","2399","FA","22","","0","0","-","1%","0%"
"*066n2*","Randel Clemente","STL","RP","2400","FA","24","","0","0","-","0%","0%"
"*064np*","Tyler Cleveland","SEA","RP","2402","FA","26","","0","0","-","1%","0%"
"*06qpf*","Nolan Clifford","COL","SS","2403","FA","23","","0","0","-","0%","0%"
"*06tlw*","Jesus Clode","PIT","RP","2404","FA","24","","0","0","-","0%","0%"
"*06qnw*","Patrick Clohisy","ATL","OF","2405","FA","24","","0","0","-","2%","0%"
"*05150*","Jackson Cluff","NYM","SS","2406","FA","29","","0","0","-","0%","0%"
"*06v1u*","Jhonan Coba","DET","SP","2407","FA","19","","0","0","-","0%","0%"
"*06qlo*","Owen Cobb","NYY","2B","2408","FA","24","@SF Wed 8:05PM","0","0","-","0%","0%"
"*05mrb*","Adisyn Coffey","CHW","RP","2409","FA","27","","0","0","-","1%","0%"
"*05u1x*","Cutter Coffey","TOR","2B,3B","2410","FA","21","","0","0","-","6%","0%"
"*066d8*","Isaac Coffey","BOS","SP","2411","FA","25","","0","0","-","4%","0%"
"*06awr*","Harrison Cohen","NYY","RP","2412","FA","26","@SF Wed 8:05PM","0","0","-","1%","0%"
"*06c3m*","Luis Cohen","BOS","SP,RP","2413","FA","22","","0","0","-","1%","0%"
"*06ynn*","Trevor Cohen","SF","OF","2414","FA","22","NYY Wed 8:05PM","0","0","-","6%","0%"
"*05g2r*","Oscar Colas","LAA","OF","2415","FA","27","","0","0","-","5%","0%"
"*06za3*","Ethan Cole","COL","SP","2416","FA","22","","0","0","-","0%","0%"
"*061mi*","Carson Coleman","NYY","RP","2417","FA","27","@SF Wed 8:05PM","0","0","-","2%","0%"
"*04pq2*","Dylan Coleman","NYY","RP","2418","FA","29","@SF Wed 8:05PM","0","0","-","1%","0%"
"*06qjd*","Javen Coleman","TOR","RP","2419","FA","24","","0","0","-","0%","0%"
"*06hpy*","Mark Coley II","MIA","OF","2420","FA","25","","0","0","-","2%","0%"
"*06r47*","Daniel Colina","LAA","RP","2421","FA","19","","0","0","-","0%","0%"
"*06uwy*","Jesus Colina","CIN","RP","2422","FA","20","","0","0","-","0%","0%"
"*060ox*","Oscar Colina","MIA","OF","2423","FA","22","","0","0","-","0%","0%"
"*06qjo*","Harold Coll","LAA","2B,3B","2424","FA","24","","0","0","-","0%","0%"
"*060ur*","Maick Collado","CLE","1B,3B","2425","FA","23","","0","0","-","1%","0%"
"*06pq9*","Dennis Colleran","KC","RP","2426","FA","22","","0","0","-","1%","0%"
"*066fo*","KeShun Collier","CHC","OF","2428","FA","25","","0","0","-","0%","0%"
"*05y61*","Brendan Collins","WSH","RP","2429","FA","26","","0","0","-","0%","0%"
"*06kzz*","Bryce Collins","CHW","RP","2430","FA","25","","0","0","-","0%","0%"
"*05jq6*","Corey Collins","NYM","1B","2431","FA","24","","0","0","-","2%","0%"
